"VteID";"DtVte";"Canal";"StatutCde";"ProdID";"Qt";"TxRem";"MttBrutTTC";"MttTTcNet";"CstLigne";"MagID";"VndID";"CustNo"
"V004415";"13-06-2025";"MAGASIN";"Livree";"P0053";"2";"0,00";"310,00";"310,00";"166,02";"M25";"V59";"C0219"
"V004416";"13-06-2025";"Web";"Livree";"P0046";"2";"0,00";"2070,00";"2070,00";"1230,72";"M02";"V05";"C0067"
"V004417";"13-06-2025";"magasin";"livree";"P0031";"1";"10,00";"150,00";"135,00";"92,24";"M24";"V58";"C0047"
"V004418";"13-06-2025";"web";"Annulee";"P0053";"2";"0,00";"310,00";"310,00";"166,02";"M11";"V24";"C0179"
"V004419";"13-06-2025";"Magasin";"Annulee";"P0057";"1";"0,00";"20,00";"20,00";"10,89";"M07";"V14";"C0205"
"V004420";"13-06-2025";"MAGASIN";"Livree";"P0030";"1";"5,00";"265,00";"251,75";"125,99";"M06";"V12";"C0220"
"V004421";"13-06-2025";"WEB";"Livree";"P0034";"1";"5,00";"200,00";"190,00";"118,44";"M19";"V46";"C0134"
"V004422";"14-06-2025";"magasin";"Livree";"P0050";"1";"0,00";"230,00";"230,00";"115,83";"M19";"V45";"C0166"
"V004423";"14-06-2025";"Magasin";"Annulee";"P0026";"1";"0,00";"275,00";"275,00";"137,45";"M16";"V38";"C0215"
"V004424";"14-06-2025";"MAGASIN";"livree";"P0052";"2";"0,00";"270,00";"270,00";"145,02";"M24";"V57";"C0177"
"V004425";"14-06-2025";"magasin";"livree";"P0054";"1";"0,00";"160,00";"160,00";"77,44";"M05";"V11";"C0135"
"V004426";"14-06-2025";"Magasin";"Livree";"P0064";"1";"0,00";"70,00";"70,00";"35,86";"M12";"V26";"C0154"
"V004427";"14-06-2025";"Web";"EnCours";"P0049";"1";"0,00";"1770,00";"1770,00";"798,07";"M04";"V08";"C0050"
"V004428";"14-06-2025";"Magasin";"Livree";"P0034";"1";"0,00";"200,00";"200,00";"118,44";"M14";"V32";"C0154"
"V004429";"14-06-2025";"Magasin";"livree";"P0030";"4";"0,00";"1060,00";"1060,00";"503,96";"M13";"V30";"C0072"
"V004430";"14-06-2025";"magasin";"Livree";"P0063";"1";"0,00";"105,00";"105,00";"58,21";"M22";"V54";"C0056"
"V004431";"14-06-2025";"web";"Livree";"P0053";"2";"0,00";"310,00";"310,00";"166,02";"M01";"V03";"C0185"
"V004432";"15-06-2025";"magasin";"Livree";"P0049";"1";"0,00";"1770,00";"1770,00";"798,07";"M15";"V36";"C0163"
"V004433";"15-06-2025";"Magasin";"Livree";"P0040";"1";"0,00";"1910,00";"1910,00";"1038,92";"M14";"V32";"C0011"
"V004434";"15-06-2025";"Web";"Livree";"P0032";"3";"5,00";"570,00";"541,50";"324,54";"M11";"V25";"C0025"
"V004435";"15-06-2025";"Magasin";"livree";"P0043";"1";"0,00";"2230,00";"2230,00";"1198,97";"M22";"V53";"C0160"
"V004436";"15-06-2025";"MAGASIN";"LIVREE";"P0046";"1";"0,00";"1035,00";"1035,00";"615,36";"M21";"V52";"C0172"
"V004437";"15-06-2025";"Magasin";"LIVREE";"P0028";"4";"0,00";"520,00";"520,00";"269,04";"M20";"V49";"C0012"
"V004438";"15-06-2025";"MAGASIN";"Livree";"P0058";"1";"0,00";"65,00";"65,00";"31,31";"M15";"V36";"C0075"
"V004439";"15-06-2025";"Magasin";"Livree";"P0037";"1";"5,00";"230,00";"218,50";"115,95";"M25";"V60";"C0098"
"V004440";"15-06-2025";"web";"livree";"P0015";"1";"10,00";"550,00";"495,00";"305,75";"M15";"V35";"C0044"
"V004441";"15-06-2025";"Magasin";"Livree";"P0004";"2";"0,00";"1920,00";"1920,00";"1123,74";"M03";"V06";"C0124"
"V004442";"15-06-2025";"Magasin";"Livree";"P0027";"2";"5,00";"440,00";"418,00";"213,32";"M04";"V09";"C0149"
"V004443";"15-06-2025";"Magasin";"Livree";"P0057";"1";"0,00";"20,00";"20,00";"10,89";"M23";"V56";"C0037"
"V004444";"15-06-2025";"WEB";"LIVREE";"P0056";"2";"0,00";"50,00";"50,00";"24,30";"M22";"V54";"C0007"
"V004445";"15-06-2025";"web";"Livree";"P0029";"3";"0,00";"855,00";"855,00";"507,00";"M15";"V36";"C0200"
"V004446";"16-06-2025";"magasin";"LIVREE";"P0044";"1";"5,00";"1800,00";"1710,00";"1053,21";"M11";"V23";"C0086"
"V004447";"16-06-2025";"Web";"Livree";"P0030";"2";"0,00";"530,00";"530,00";"251,98";"M25";"V60";"C0112"
"V004448";"16-06-2025";"Magasin";"livree";"P0057";"2";"0,00";"40,00";"40,00";"21,78";"M22";"V53";"C0115"
"V004449";"16-06-2025";"Magasin";"livree";"P0062";"2";"0,00";"260,00";"260,00";"132,26";"M15";"V34";"C0176"
"V004450";"16-06-2025";"MAGASIN";"LIVREE";"P0059";"1";"10,00";"40,00";"36,00";"19,23";"M24";"V58";"C0038"
"V004451";"16-06-2025";"Magasin";"Livree";"P0050";"2";"5,00";"460,00";"437,00";"231,66";"M15";"V35";"C0057"
"V004452";"16-06-2025";"Magasin";"Livree";"P0062";"4";"5,00";"520,00";"494,00";"264,52";"M04";"V08";"C0033"
"V004453";"17-06-2025";"Web";"LIVREE";"P0027";"2";"0,00";"440,00";"440,00";"213,32";"M05";"V11";"C0167"
"V004454";"17-06-2025";"Magasin";"Livree";"P0050";"2";"0,00";"460,00";"460,00";"231,66";"M25";"V60";"C0030"
"V004455";"17-06-2025";"WEB";"Livree";"P0029";"1";"0,00";"285,00";"285,00";"169,00";"M14";"V33";"C0178"
"V004456";"17-06-2025";"MAGASIN";"LIVREE";"P0064";"1";"5,00";"70,00";"66,50";"35,86";"M20";"V48";"C0191"
"V004457";"17-06-2025";"Web";"LIVREE";"P0040";"1";"0,00";"1910,00";"1910,00";"1038,92";"M16";"V39";"C0174"
"V004458";"17-06-2025";"WEB";"encours";"P0051";"3";"0,00";"465,00";"465,00";"233,55";"M09";"V18";"C0080"
"V004459";"17-06-2025";"magasin";"Livree";"P0056";"3";"10,00";"75,00";"67,50";"36,45";"M20";"V50";"C0012"
"V004460";"17-06-2025";"Magasin";"LIVREE";"P0040";"1";"5,00";"1910,00";"1814,50";"1038,92";"M05";"V11";"C0012"
"V004461";"17-06-2025";"magasin";"livree";"P0063";"1";"0,00";"105,00";"105,00";"58,21";"M15";"V35";"C0190"
"V004462";"17-06-2025";"Magasin";"LIVREE";"P0052";"1";"0,00";"135,00";"135,00";"72,51";"M04";"V08";"C0071"
"V004463";"17-06-2025";"Web";"livree";"P0056";"2";"0,00";"50,00";"50,00";"24,30";"M22";"V54";"C0087"
"V004464";"17-06-2025";"Magasin";"Annulee";"P0012";"2";"0,00";"2020,00";"2020,00";"1177,08";"M18";"V43";"C0082"
"V004465";"17-06-2025";"Magasin";"livree";"P0055";"1";"0,00";"40,00";"40,00";"19,21";"M23";"V55";"C0213"
"V004466";"17-06-2025";"MAGASIN";"livree";"P0049";"1";"0,00";"1770,00";"1770,00";"798,07";"M21";"V51";"C0173"
"V004467";"17-06-2025";"Web";"Livree";"P0052";"2";"0,00";"270,00";"270,00";"145,02";"M10";"V22";"C0017"
"V004468";"17-06-2025";"Magasin";"Livree";"P0053";"1";"10,00";"155,00";"139,50";"83,01";"M03";"V06";"C0192"
"V004469";"17-06-2025";"Magasin";"Livree";"P0006";"3";"0,00";"3225,00";"3225,00";"1971,57";"M23";"V55";"C0073"
"V004470";"18-06-2025";"web";"Livree";"P0054";"2";"10,00";"320,00";"288,00";"154,88";"M20";"V50";"C0116"
"V004471";"18-06-2025";"Magasin";"Livree";"P0064";"1";"0,00";"70,00";"70,00";"35,86";"M07";"V14";"C0177"
"V004472";"18-06-2025";"MAGASIN";"Livree";"P0054";"1";"0,00";"160,00";"160,00";"77,44";"M11";"V24";"C0134"
"V004473";"18-06-2025";"WEB";"Livree";"P0022";"2";"0,00";"860,00";"860,00";"411,40";"M03";"V07";"C0106"
"V004474";"18-06-2025";"magasin";"LIVREE";"P0061";"2";"5,00";"280,00";"266,00";"150,94";"M05";"V10";"C0171"
"V004475";"18-06-2025";"Magasin";"LIVREE";"P0047";"1";"0,00";"1665,00";"1665,00";"1004,07";"M18";"V43";"C0018"
"V004476";"18-06-2025";"Magasin";"LIVREE";"P0047";"1";"0,00";"1665,00";"1665,00";"1004,07";"M07";"V15";"C0036"
"V004477";"18-06-2025";"MAGASIN";"Livree";"P0027";"1";"5,00";"220,00";"209,00";"106,66";"M01";"V01";"C0169"
"V004478";"18-06-2025";"Web";"Livree";"P0031";"1";"5,00";"150,00";"142,50";"92,24";"M11";"V25";"C0096"
"V004479";"18-06-2025";"magasin";"Livree";"P0034";"1";"0,00";"200,00";"200,00";"118,44";"M01";"V01";"C0014"
"V004480";"18-06-2025";"Magasin";"Livree";"P0038";"4";"0,00";"920,00";"920,00";"477,28";"M23";"V56";"C0099"
"V004481";"18-06-2025";"Magasin";"livree";"P0045";"1";"0,00";"325,00";"325,00";"149,19";"M12";"V27";"C0038"
"V004482";"18-06-2025";"magasin";"livree";"P0032";"2";"0,00";"380,00";"380,00";"216,36";"M07";"V14";"C0183"
"V004483";"19-06-2025";"Magasin";"Livree";"P0038";"1";"0,00";"230,00";"230,00";"119,32";"M19";"V46";"C0139"
"V004484";"19-06-2025";"Web";"livree";"P0021";"1";"0,00";"410,00";"410,00";"189,41";"M01";"V02";"C0103"
"V004485";"19-06-2025";"Web";"Annulee";"P0031";"1";"10,00";"150,00";"135,00";"92,24";"M22";"V53";"C0189"
"V004486";"19-06-2025";"MAGASIN";"EnCours";"P0053";"2";"0,00";"310,00";"310,00";"166,02";"M15";"V36";"C0044"
"V004487";"19-06-2025";"Magasin";"Livree";"P0034";"1";"10,00";"200,00";"180,00";"118,44";"M16";"V38";"C0155"
"V004488";"19-06-2025";"Magasin";"Livree";"P0053";"2";"0,00";"310,00";"310,00";"166,02";"M16";"V37";"C0189"
"V004489";"19-06-2025";"Magasin";"LIVREE";"P0043";"1";"5,00";"2230,00";"2118,50";"1198,97";"M03";"V07";"C0059"
"V004490";"19-06-2025";"Magasin";"LIVREE";"P0055";"1";"0,00";"40,00";"40,00";"19,21";"M19";"V45";"C0044"
"V004491";"19-06-2025";"Magasin";"EnCours";"P0040";"1";"10,00";"1910,00";"1719,00";"1038,92";"M11";"V25";"C0025"
"V004492";"19-06-2025";"web";"Livree";"P0062";"1";"5,00";"130,00";"123,50";"66,13";"M21";"V51";"C0195"
"V004493";"19-06-2025";"magasin";"Livree";"P0031";"3";"0,00";"450,00";"450,00";"276,72";"M21";"V51";"C0177"
"V004494";"19-06-2025";"Magasin";"Annulee";"P0057";"1";"0,00";"20,00";"20,00";"10,89";"M20";"V49";"C0096"
"V004495";"20-06-2025";"magasin";"LIVREE";"P0056";"2";"10,00";"50,00";"45,00";"24,30";"M23";"V56";"C0193"
"V004496";"20-06-2025";"Magasin";"LIVREE";"P0034";"2";"0,00";"400,00";"400,00";"236,88";"M07";"V14";"C0215"
"V004497";"20-06-2025";"Magasin";"Livree";"P0049";"2";"5,00";"3540,00";"3363,00";"1596,14";"M02";"V04";"C0075"
"V004498";"20-06-2025";"Magasin";"livree";"P0038";"1";"0,00";"230,00";"230,00";"119,32";"M12";"V26";"C0164"
"V004499";"20-06-2025";"magasin";"Annulee";"P0047";"4";"0,00";"6660,00";"6660,00";"4016,28";"M17";"V41";"C0151"
"V004500";"20-06-2025";"WEB";"Livree";"P0062";"3";"5,00";"390,00";"370,50";"198,39";"M12";"V27";"C0015"
"V004501";"20-06-2025";"Magasin";"LIVREE";"P0041";"1";"5,00";"2225,00";"2113,75";"1348,70";"M10";"V20";"C0065"
"V004502";"20-06-2025";"WEB";"Livree";"P0058";"2";"0,00";"130,00";"130,00";"62,62";"M18";"V44";"C0157"
"V004503";"20-06-2025";"web";"Livree";"P0061";"2";"5,00";"280,00";"266,00";"150,94";"M13";"V31";"C0198"
"V004504";"20-06-2025";"web";"Livree";"P0060";"1";"0,00";"40,00";"40,00";"20,46";"M04";"V08";"C0164"
"V004505";"20-06-2025";"Magasin";"livree";"P0026";"3";"5,00";"825,00";"783,75";"412,35";"M15";"V34";"C0207"
"V004506";"21-06-2025";"web";"livree";"P0061";"1";"0,00";"140,00";"140,00";"75,47";"M20";"V48";"C0071"
"V004507";"21-06-2025";"magasin";"Livree";"P0053";"2";"0,00";"310,00";"310,00";"166,02";"M16";"V38";"C0084"
"V004508";"21-06-2025";"Magasin";"Livree";"P0058";"1";"0,00";"65,00";"65,00";"31,31";"M01";"V01";"C0091"
"V004509";"21-06-2025";"Magasin";"Livree";"P0025";"1";"0,00";"55,00";"55,00";"32,37";"M12";"V26";"C0042"
"V004510";"21-06-2025";"Magasin";"Livree";"P0024";"2";"0,00";"1540,00";"1540,00";"931,78";"M19";"V45";"C0133"
"V004511";"21-06-2025";"Web";"LIVREE";"P0032";"1";"10,00";"190,00";"171,00";"108,18";"M08";"V16";"C0134"
"V004512";"21-06-2025";"Magasin";"Annulee";"P0022";"2";"10,00";"860,00";"774,00";"411,40";"M08";"V16";"C0120"
"V004513";"21-06-2025";"web";"LIVREE";"P0062";"1";"0,00";"130,00";"130,00";"66,13";"M01";"V01";"C0136"
"V004514";"21-06-2025";"MAGASIN";"Livree";"P0034";"2";"0,00";"400,00";"400,00";"236,88";"M04";"V09";"C0132"
"V004515";"21-06-2025";"MAGASIN";"Livree";"P0045";"2";"0,00";"650,00";"650,00";"298,38";"M11";"V23";"C0069"
"V004516";"21-06-2025";"Web";"livree";"P0015";"3";"0,00";"1650,00";"1650,00";"917,25";"M24";"V58";"C0123"
"V004517";"21-06-2025";"Magasin";"LIVREE";"P0053";"1";"0,00";"155,00";"155,00";"83,01";"M13";"V30";"C0135"
"V004518";"22-06-2025";"Magasin";"LIVREE";"P0054";"2";"0,00";"320,00";"320,00";"154,88";"M19";"V45";"C0160"
"V004519";"22-06-2025";"magasin";"Livree";"P0040";"4";"5,00";"7640,00";"7258,00";"4155,68";"M22";"V53";"C0129"
"V004520";"22-06-2025";"MAGASIN";"Annulee";"P0064";"3";"0,00";"210,00";"210,00";"107,58";"M17";"V42";"C0127"
"V004521";"22-06-2025";"web";"LIVREE";"P0054";"1";"0,00";"160,00";"160,00";"77,44";"M02";"V04";"C0114"
"V004522";"22-06-2025";"Magasin";"Livree";"P0006";"1";"0,00";"1075,00";"1075,00";"657,19";"M07";"V14";"C0119"
"V004523";"23-06-2025";"Magasin";"Livree";"P0053";"3";"0,00";"465,00";"465,00";"249,03";"M12";"V28";"C0179"
"V004524";"23-06-2025";"web";"LIVREE";"P0023";"1";"0,00";"700,00";"700,00";"404,57";"M07";"V15";"C0115"
"V004525";"23-06-2025";"web";"Livree";"P0015";"2";"0,00";"1100,00";"1100,00";"611,50";"M17";"V42";"C0029"
"V004526";"23-06-2025";"Magasin";"Livree";"P0056";"4";"5,00";"100,00";"95,00";"48,60";"M21";"V52";"C0209"
"V004527";"23-06-2025";"Magasin";"Livree";"P0042";"3";"0,00";"6135,00";"6135,00";"3709,92";"M08";"V17";"C0088"
"V004528";"23-06-2025";"Magasin";"LIVREE";"P0018";"1";"0,00";"865,00";"865,00";"441,11";"M08";"V16";"C0006"
"V004529";"23-06-2025";"Web";"LIVREE";"P0033";"1";"0,00";"50,00";"50,00";"22,73";"M08";"V17";"C0028"
"V004530";"23-06-2025";"Magasin";"Annulee";"P0037";"2";"0,00";"460,00";"460,00";"231,90";"M13";"V30";"C0178"
"V004531";"23-06-2025";"Magasin";"EnCours";"P0044";"1";"5,00";"1800,00";"1710,00";"1053,21";"M16";"V37";"C0146"
"V004532";"23-06-2025";"web";"LIVREE";"P0041";"1";"0,00";"2225,00";"2225,00";"1348,70";"M04";"V09";"C0183"
"V004533";"23-06-2025";"Web";"LIVREE";"P0054";"1";"10,00";"160,00";"144,00";"77,44";"M16";"V38";"C0157"
"V004534";"23-06-2025";"web";"livree";"P0049";"1";"0,00";"1770,00";"1770,00";"798,07";"M18";"V43";"C0195"
"V004535";"23-06-2025";"MAGASIN";"livree";"P0028";"1";"0,00";"130,00";"130,00";"67,26";"M20";"V49";"C0050"
"V004536";"23-06-2025";"Web";"Livree";"P0050";"4";"10,00";"920,00";"828,00";"463,32";"M17";"V40";"C0164"
"V004537";"23-06-2025";"Magasin";"encours";"P0038";"2";"5,00";"460,00";"437,00";"238,64";"M09";"V19";"C0191"
"V004538";"23-06-2025";"WEB";"Livree";"P0046";"2";"0,00";"2070,00";"2070,00";"1230,72";"M08";"V16";"C0004"
"V004539";"24-06-2025";"Magasin";"EnCours";"P0042";"2";"5,00";"4090,00";"3885,50";"2473,28";"M22";"V53";"C0022"
"V004540";"24-06-2025";"WEB";"Livree";"P0017";"1";"0,00";"450,00";"450,00";"256,83";"M13";"V29";"C0042"
"V004541";"24-06-2025";"magasin";"LIVREE";"P0033";"3";"10,00";"150,00";"135,00";"68,19";"M01";"V03";"C0152"
"V004542";"24-06-2025";"Magasin";"LIVREE";"P0058";"3";"5,00";"195,00";"185,25";"93,93";"M22";"V53";"C0119"
"V004543";"24-06-2025";"magasin";"livree";"P0053";"2";"5,00";"310,00";"294,50";"166,02";"M02";"V05";"C0016"
"V004544";"24-06-2025";"Magasin";"Livree";"P0059";"1";"0,00";"40,00";"40,00";"19,23";"M22";"V54";"C0002"
"V004545";"24-06-2025";"WEB";"LIVREE";"P0059";"1";"0,00";"40,00";"40,00";"19,23";"M16";"V39";"C0158"
"V004546";"25-06-2025";"magasin";"Livree";"P0033";"3";"0,00";"150,00";"150,00";"68,19";"M13";"V29";"C0126"
"V004547";"25-06-2025";"Web";"livree";"P0058";"1";"0,00";"65,00";"65,00";"31,31";"M02";"V04";"C0210"
"V004548";"25-06-2025";"Magasin";"Annulee";"P0026";"1";"0,00";"275,00";"275,00";"137,45";"M15";"V35";"C0098"
"V004549";"25-06-2025";"magasin";"LIVREE";"P0041";"4";"0,00";"8900,00";"8900,00";"5394,80";"M13";"V29";"C0204"
"V004550";"25-06-2025";"Magasin";"Annulee";"P0057";"1";"0,00";"20,00";"20,00";"10,89";"M07";"V15";"C0059"
"V004551";"25-06-2025";"Web";"encours";"P0019";"1";"5,00";"535,00";"508,25";"307,48";"M12";"V26";"C0106"
"V004552";"25-06-2025";"Magasin";"EnCours";"P0031";"2";"0,00";"300,00";"300,00";"184,48";"M10";"V20";"C0004"
"V004553";"26-06-2025";"Magasin";"Livree";"P0050";"1";"0,00";"230,00";"230,00";"115,83";"M18";"V44";"C0162"
"V004554";"26-06-2025";"Magasin";"livree";"P0036";"3";"5,00";"315,00";"299,25";"173,73";"M21";"V51";"C0155"
"V004555";"26-06-2025";"Magasin";"EnCours";"P0041";"1";"0,00";"2225,00";"2225,00";"1348,70";"M09";"V19";"C0088"
"V004556";"26-06-2025";"MAGASIN";"Livree";"P0063";"1";"10,00";"105,00";"94,50";"58,21";"M17";"V40";"C0118"
"V004557";"26-06-2025";"Magasin";"Annulee";"P0064";"1";"0,00";"70,00";"70,00";"35,86";"M22";"V54";"C0124"
"V004558";"26-06-2025";"MAGASIN";"LIVREE";"P0045";"2";"0,00";"650,00";"650,00";"298,38";"M06";"V13";"C0182"
"V004559";"26-06-2025";"WEB";"LIVREE";"P0019";"2";"0,00";"1070,00";"1070,00";"614,96";"M11";"V24";"C0159"
"V004560";"26-06-2025";"Web";"Annulee";"P0050";"1";"0,00";"230,00";"230,00";"115,83";"M07";"V15";"C0107"
"V004561";"27-06-2025";"WEB";"Livree";"P0060";"1";"5,00";"40,00";"38,00";"20,46";"M21";"V51";"C0214"
"V004562";"27-06-2025";"magasin";"Livree";"P0039";"3";"5,00";"4455,00";"4232,25";"2020,53";"M02";"V05";"C0100"
"V004563";"27-06-2025";"web";"Livree";"P0054";"2";"5,00";"320,00";"304,00";"154,88";"M04";"V08";"C0105"
"V004564";"27-06-2025";"Magasin";"Livree";"P0052";"1";"5,00";"135,00";"128,25";"72,51";"M25";"V59";"C0180"
"V004565";"27-06-2025";"Magasin";"Livree";"P0036";"4";"10,00";"420,00";"378,00";"231,64";"M14";"V33";"C0172"
"V004566";"27-06-2025";"MAGASIN";"livree";"P0056";"2";"10,00";"50,00";"45,00";"24,30";"M04";"V09";"C0097"
"V004567";"27-06-2025";"Magasin";"livree";"P0040";"1";"0,00";"1910,00";"1910,00";"1038,92";"M09";"V19";"C0036"
"V004568";"27-06-2025";"Magasin";"livree";"P0040";"3";"0,00";"5730,00";"5730,00";"3116,76";"M17";"V40";"C0106"
"V004569";"27-06-2025";"magasin";"Livree";"P0058";"2";"0,00";"130,00";"130,00";"62,62";"M06";"V13";"C0095"
"V004570";"28-06-2025";"magasin";"LIVREE";"P0028";"3";"10,00";"390,00";"351,00";"201,78";"M22";"V53";"C0218"
"V004571";"28-06-2025";"Magasin";"Livree";"P0032";"2";"5,00";"380,00";"361,00";"216,36";"M04";"V09";"C0001"
"V004572";"28-06-2025";"web";"livree";"P0058";"2";"0,00";"130,00";"130,00";"62,62";"M12";"V26";"C0180"
"V004573";"28-06-2025";"WEB";"livree";"P0046";"1";"10,00";"1035,00";"931,50";"615,36";"M16";"V39";"C0019"
"V004574";"28-06-2025";"Magasin";"Annulee";"P0024";"3";"0,00";"2310,00";"2310,00";"1397,67";"M13";"V30";"C0193"
"V004575";"28-06-2025";"magasin";"Annulee";"P0040";"3";"5,00";"5730,00";"5443,50";"3116,76";"M16";"V38";"C0041"
"V004576";"28-06-2025";"Magasin";"livree";"P0052";"2";"10,00";"270,00";"243,00";"145,02";"M06";"V12";"C0126"
"V004577";"28-06-2025";"Magasin";"livree";"P0028";"2";"5,00";"260,00";"247,00";"134,52";"M11";"V23";"C0036"
"V004578";"28-06-2025";"Web";"Livree";"P0053";"1";"0,00";"155,00";"155,00";"83,01";"M16";"V38";"C0094"
"V004579";"28-06-2025";"magasin";"Livree";"P0043";"2";"0,00";"4460,00";"4460,00";"2397,94";"M14";"V32";"C0210"
"V004580";"28-06-2025";"Magasin";"LIVREE";"P0040";"4";"10,00";"7640,00";"6876,00";"4155,68";"M23";"V55";"C0109"
"V004581";"29-06-2025";"Web";"Livree";"P0025";"2";"5,00";"110,00";"104,50";"64,74";"M18";"V43";"C0017"
"V004582";"29-06-2025";"WEB";"Livree";"P0046";"2";"0,00";"2070,00";"2070,00";"1230,72";"M01";"V02";"C0118"
"V004583";"29-06-2025";"WEB";"Livree";"P0050";"1";"5,00";"230,00";"218,50";"115,83";"M08";"V17";"C0131"
"V004584";"29-06-2025";"Magasin";"Livree";"P0058";"1";"0,00";"65,00";"65,00";"31,31";"M13";"V31";"C0023"
"V004585";"29-06-2025";"Web";"LIVREE";"P0059";"3";"0,00";"120,00";"120,00";"57,69";"M05";"V10";"C0104"
"V004586";"29-06-2025";"Magasin";"EnCours";"P0045";"2";"0,00";"650,00";"650,00";"298,38";"M02";"V04";"C0066"
"V004587";"29-06-2025";"Magasin";"Livree";"P0045";"1";"10,00";"325,00";"292,50";"149,19";"M22";"V53";"C0097"
"V004588";"29-06-2025";"Magasin";"LIVREE";"P0045";"2";"0,00";"650,00";"650,00";"298,38";"M10";"V20";"C0220"
"V004589";"29-06-2025";"Magasin";"Livree";"P0024";"1";"0,00";"770,00";"770,00";"465,89";"M05";"V10";"C0048"
"V004590";"29-06-2025";"Magasin";"EnCours";"P0058";"1";"0,00";"65,00";"65,00";"31,31";"M22";"V54";"C0043"
"V004591";"29-06-2025";"magasin";"LIVREE";"P0062";"1";"0,00";"130,00";"130,00";"66,13";"M16";"V39";"C0041"
"V004592";"29-06-2025";"MAGASIN";"Livree";"P0031";"2";"0,00";"300,00";"300,00";"184,48";"M23";"V55";"C0060"
"V004593";"29-06-2025";"Magasin";"Livree";"P0060";"1";"10,00";"40,00";"36,00";"20,46";"M15";"V36";"C0018"
"V004594";"29-06-2025";"WEB";"Livree";"P0058";"1";"0,00";"65,00";"65,00";"31,31";"M11";"V25";"C0101"
"V004595";"29-06-2025";"MAGASIN";"Livree";"P0038";"4";"5,00";"920,00";"874,00";"477,28";"M09";"V19";"C0132"
"V004596";"29-06-2025";"Magasin";"encours";"P0023";"1";"0,00";"700,00";"700,00";"404,57";"M24";"V57";"C0108"
"V004597";"29-06-2025";"MAGASIN";"Livree";"P0050";"1";"0,00";"230,00";"230,00";"115,83";"M22";"V53";"C0038"
"V004598";"29-06-2025";"MAGASIN";"EnCours";"P0058";"3";"0,00";"195,00";"195,00";"93,93";"M19";"V47";"C0034"
"V004599";"29-06-2025";"Magasin";"livree";"P0041";"2";"5,00";"4450,00";"4227,50";"2697,40";"M12";"V28";"C0048"
"V004600";"30-06-2025";"Magasin";"LIVREE";"P0053";"1";"0,00";"155,00";"155,00";"83,01";"M20";"V50";"C0111"
"V004601";"30-06-2025";"Magasin";"livree";"P0050";"1";"5,00";"230,00";"218,50";"115,83";"M10";"V22";"C0112"
"V004602";"30-06-2025";"MAGASIN";"Annulee";"P0042";"1";"0,00";"2045,00";"2045,00";"1236,64";"M25";"V59";"C0077"
"V004603";"30-06-2025";"web";"livree";"P0053";"3";"5,00";"465,00";"441,75";"249,03";"M25";"V59";"C0080"
"V004604";"30-06-2025";"WEB";"LIVREE";"P0055";"1";"0,00";"40,00";"40,00";"19,21";"M17";"V41";"C0089"
"V004605";"30-06-2025";"magasin";"Livree";"P0058";"2";"10,00";"130,00";"117,00";"62,62";"M02";"V05";"C0131"
"V004606";"30-06-2025";"Magasin";"Livree";"P0046";"3";"0,00";"3105,00";"3105,00";"1846,08";"M13";"V30";"C0142"
"V004607";"30-06-2025";"magasin";"Livree";"P0047";"1";"0,00";"1665,00";"1665,00";"1004,07";"M02";"V04";"C0062"
"V004608";"30-06-2025";"Magasin";"LIVREE";"P0025";"1";"0,00";"55,00";"55,00";"32,37";"M12";"V27";"C0061"
"V004609";"30-06-2025";"Magasin";"Livree";"P0063";"2";"0,00";"210,00";"210,00";"116,42";"M18";"V43";"C0197"
"V004610";"30-06-2025";"magasin";"livree";"P0029";"1";"0,00";"285,00";"285,00";"169,00";"M13";"V29";"C0012"
"V004611";"30-06-2025";"Web";"livree";"P0064";"2";"0,00";"140,00";"140,00";"71,72";"M06";"V12";"C0176"
"V004612";"30-06-2025";"Magasin";"EnCours";"P0062";"2";"0,00";"260,00";"260,00";"132,26";"M11";"V25";"C0072"
"V004613";"30-06-2025";"magasin";"LIVREE";"P0045";"1";"0,00";"325,00";"325,00";"149,19";"M18";"V43";"C0214"
"V004614";"30-06-2025";"Magasin";"LIVREE";"P0055";"3";"0,00";"120,00";"120,00";"57,63";"M07";"V15";"C0098"
"V004615";"01-07-2025";"MAGASIN";"LIVREE";"P0052";"3";"0,00";"405,00";"405,00";"217,53";"M18";"V44";"C0148"
"V004616";"01-07-2025";"Web";"LIVREE";"P0057";"2";"0,00";"40,00";"40,00";"21,78";"M03";"V06";"C0106"
"V004617";"01-07-2025";"Web";"Livree";"P0060";"1";"0,00";"40,00";"40,00";"20,46";"M22";"V53";"C0159"
"V004618";"01-07-2025";"Web";"livree";"P0044";"1";"5,00";"1800,00";"1710,00";"1053,21";"M12";"V27";"C0143"
"V004619";"01-07-2025";"MAGASIN";"LIVREE";"P0060";"1";"5,00";"40,00";"38,00";"20,46";"M13";"V29";"C0165"
"V004620";"01-07-2025";"magasin";"EnCours";"P0056";"2";"0,00";"50,00";"50,00";"24,30";"M19";"V46";"C0108"
"V004621";"01-07-2025";"Magasin";"EnCours";"P0062";"1";"0,00";"130,00";"130,00";"66,13";"M25";"V59";"C0159"
"V004622";"01-07-2025";"Magasin";"Livree";"P0044";"1";"0,00";"1800,00";"1800,00";"1053,21";"M07";"V14";"C0121"
"V004623";"02-07-2025";"Magasin";"Livree";"P0053";"1";"0,00";"155,00";"155,00";"83,01";"M11";"V23";"C0013"
